Camara,Cargo,División,Fin,Inicio,Nombre,Partido,Periodos Poder Legislativo,Apellido_Pat,Apellido_Mat,Nombre_1,Nombre_2,Nombre_3,Nombre_4,Nombre_Naim
Diputados,Diputado,Chillán,1891-08-18,1891-04-15,Luis Antonio Vergara Ruiz,,1833-1891,,,,,,,Luis Antonio Vergara Ruiz
Diputados,Diputado,San Carlos,1891-08-18,1891-04-15,Alberto Valdivieso Araos,,1833-1891,,,,,,,Alberto Valdivieso Araos
Diputados,Diputado,Concepción y Talcahuano,1891-08-18,1891-04-15,Manuel Arístides Zañartu Zañartu,,1833-1891,Zañartu,Zañartu,Manuel,Arístides,,,Manuel Aristides Zañartu Zañartu
Diputados,Diputado,Concepción y Talcahuano,1891-08-18,1891-04-15,José Rafael del Carmen Balmaceda Fernández,,1833-1891,,,,,,,Jose Rafael del Carmen Balmaceda Fernandez
Diputados,Diputado,Lautaro,1891-08-18,1891-04-15,Agustín Lazcano Echaurren,,1833-1891,,,,,,,Agustin Lazcano Echaurren
Diputados,Diputado,Rere,1891-08-18,1891-04-15,Pedro Nolasco Peña,,1833-1891,,,,,,,Pedro Nolasco Peña
Diputados,Diputado,Rere,1891-08-18,1891-04-15,Diego Antonio Bahamonde Larenas,,1833-1891,,,,,,,Diego Antonio Bahamonde Larenas
Diputados,Diputado,Coelemu,1891-08-18,1891-04-15,Juan Luis Sanfuentes Andonaegui,,1833-1891,,,,,,,Juan Luis Sanfuentes Andonaegui
Diputados,Diputado,La Laja,1891-08-18,1891-04-15,Hermógenes Pérez de Arce Lopetegui,,1833-1891,,,,,,,Hermogenes Perez de Arce Lopetegui
Diputados,Diputado,La Laja,1891-08-18,1891-04-15,Agustín Del Río Villalobos,,1833-1891,Del Río,Villalobos,Agustín,,,,Agustin Del Rio Villalobos
Diputados,Diputado,Angol,1891-08-18,1891-04-15,José Ramón Ballesteros Ríos,,1833-1891,,,José,,,,Jose Ramon Ballesteros Rios
Diputados,Diputado,Cañete,1891-08-18,1891-04-15,Anselmo Blanlot Holley,Partido Liberal,1833-1891,,,,,,,Anselmo Blanlot Holley
Diputados,Diputado,Imperial,1891-08-18,1891-04-15,Acario Cotapos,,1833-1891,Cotapos,,Acario,,,,Acario Cotapos
Diputados,Diputado,Nacimiento,1891-08-18,1891-04-15,Tomás Segundo Smith Azúa,Partido Liberal,1833-1891,Smith,Azúa,Tomás,Segundo,,,Tomas Segundo Smith Azua
Diputados,Diputado,Mulchén,1891-08-18,1891-04-15,Ruperto Murillo Sotomayor,,1833-1891,,,,,,,Ruperto Murillo Sotomayor
Diputados,Diputado,Arauco,1891-08-18,1891-04-15,Eduardo Cortínez Fuentes,,1833-1891,,,,,,,Eduardo Cortinez Fuentes
Diputados,Diputado,Lebu,1891-08-18,1891-04-15,Manuel García Collao,,1833-1891,,,Manuel,,,,Manuel Garcia Collao
Diputados,Diputado,Collipulli,1891-08-18,1891-04-15,Manuel Antonio Justo De la Cruz Leyton,,1833-1891,,,Manuel,,,,Manuel Antonio Justo De la Cruz Leyton
Diputados,Diputado,Traiguén,1891-08-18,1891-04-15,Ramón Vicuña Subercaseaux,,1833-1891,,,,,,,Ramon Vicuña Subercaseaux
Diputados,Diputado,Traiguén,1891-08-18,1891-04-15,Luis Solo De Zaldívar Alemparte,,1833-1891,,,,,,,Luis Solo De Zaldivar Alemparte
Diputados,Diputado,Temuco,1891-08-18,1891-04-15,Mateo Martel García,,1833-1891,Martel,García,Mateo,,,,Mateo Martel Garcia
Diputados,Diputado,La Unión,1891-08-18,1891-04-15,Miguel Irarrázaval Vera,,1833-1891,Irarrázaval,Vera,Miguel,,,,Miguel Irarrazaval Vera
Diputados,Diputado,Valdivia,1891-08-18,1891-04-15,Vicente Segundo Sanfuentes Moreno,,1833-1891,,,,,,,Vicente Segundo Sanfuentes Moreno
Diputados,Diputado,Llanquihue,1891-08-18,1891-04-15,Alfredo Prieto Zenteno,,1833-1891,,,,,,,Alfredo Prieto Zenteno
Diputados,Diputado,Carelmapu,1891-08-18,1891-04-15,Baldomero Frías Collao,,1833-1891,Frías,Collao,Baldomero,,,,Baldomero Frias Collao
Diputados,Diputado,Ancud,1891-08-18,1891-04-15,Santiago Antonio Leoncio Pérez Eastman,,1833-1891,Pérez,Eastman,Santiago,Antonio,Leoncio,,Santiago Antonio Leoncio Perez Eastman
Diputados,Diputado,Castro y Quinchao,1891-08-18,1891-04-15,Manuel Joaquín Díaz,,1833-1891,,,Manuel,,,,Manuel Joaquin Diaz
Diputados,Diputado,Castro y Quinchao,1891-08-18,1891-04-15,Eloy Cortínez Fuentes,,1833-1891,,,,,,,Eloy Cortinez Fuentes
Diputados,Diputado,Tarapacá y Pisagua,1894-05-31,1891-11-10,David Tomás Mac Iver Rodríguez,Partido Radical,1891-1925,Mac Iver,Rodríguez,David,Tomás,,,David Tomas Mac Iver Rodriguez
Diputados,Diputado,Tarapacá y Pisagua,1894-05-31,1891-11-10,Manuel Zavala Meléndez,Partido Liberal,1891-1925,,,Manuel,,,,Manuel Zavala Melendez
Diputados,Diputado,"Antofagasta, Taltal y Tocopilla",1894-05-31,1891-11-10,Anselmo Hevia Riquelme,Partido Radical,1891-1925,,,,,,,Anselmo Hevia Riquelme
Diputados,Diputado,"Antofagasta, Taltal y Tocopilla",1894-05-31,1891-11-10,Antonio Silva Whittaker,,1891-1925,,,,,,,Antonio Silva Whittaker
Diputados,Diputado,"Copiapó, Chañaral, Vallenar y Freirina",1894-05-31,1891-11-10,Carlos Toribio Robinet Lambarri,,1891-1925,,,,,,,Carlos Toribio Robinet Lambarri
Diputados,Diputado,"Copiapó, Chañaral, Vallenar y Freirina",1894-05-31,1891-11-10,Joaquín Rodríguez Rozas,,1891-1925,Rodríguez,Rozas,Joaquín,,,,Joaquin Rodriguez Rozas
Diputados,Diputado,"Copiapó, Chañaral, Vallenar y Freirina",1894-05-31,1891-11-10,Benjamín Edwards Garriga,,1891-1925,,,,,,,Benjamin Edwards Garriga
Diputados,Diputado,"La Serena, Coquimbo y Elqui",1894-05-31,1891-11-10,Carlos Lyon Santa María,Partido Conservador,1891-1925,,,,,,,Carlos Lyon Santa Maria
Diputados,Diputado,"La Serena, Coquimbo y Elqui",1894-05-31,1891-11-10,Juan Guillermo Zavala Varas,,1891-1925,,,,,,,Juan Guillermo Zavala Varas
Diputados,Diputado,"La Serena, Coquimbo y Elqui",1894-05-31,1891-11-10,David Florentino Aguirre Rodríguez,Partido Radical,1891-1925,,,,,,,David Florentino Aguirre Rodriguez
Diputados,Diputado,"Illapel, Ovalle y Combarbalá",1894-05-31,1891-11-10,Ladislao Errázuriz Echaurren,Partido Liberal,1891-1925,Errázuriz,Echaurren,Ladislao,,,,Ladislao Errazuriz Echaurren
Diputados,Diputado,"Illapel, Ovalle y Combarbalá",1894-05-31,1891-11-10,Rafael Valentín Errázuriz Urmeneta,Partido Conservador,1891-1925,Errázuriz,Urmeneta,Rafael,Valentín,,,Rafael Valentin Errazuriz Urmeneta
Diputados,Diputado,"Illapel, Ovalle y Combarbalá",1894-05-31,1891-11-10,Ricardo Lyon Pérez,Partido Conservador,1891-1925,,,,,,,Ricardo Lyon Perez
Diputados,Diputado,Petorca y La Ligua,1894-05-31,1891-11-10,Pedro Montt Montt,,1891-1925,Montt,Montt,Pedro,,,,Pedro Montt Montt
Diputados,Diputado,Petorca y La Ligua,1894-05-31,1891-11-10,Manuel Antonio Cristi Aldana,,1891-1925,,,Manuel,,,,Manuel Antonio Cristi Aldana
Diputados,Diputado,"San Felipe, Los Andes y Putaendo",1894-05-31,1891-11-10,Carlos Concha Subercaseaux,Partido Conservador,1891-1925,,,,,,,Carlos Concha Subercaseaux
Diputados,Diputado,"San Felipe, Los Andes y Putaendo",1894-05-31,1891-11-10,Daniel Vial Ugarte,Partido Conservador,1891-1925,,,,,,,Daniel Vial Ugarte
Diputados,Diputado,"San Felipe, Los Andes y Putaendo",1894-05-31,1891-11-10,Eduardo Videla Correas,,1891-1925,,,,,,,Eduardo Videla Correas
Diputados,Diputado,Quillota y Limache,1894-05-31,1891-11-10,Eduardo Mac Clure Ossandón,Partido Nacional o Monttvarista,1891-1925,Mac Clure,Ossandón,Eduardo,,,,Eduardo Mac Clure Ossandon
Diputados,Diputado,Quillota y Limache,1894-05-31,1891-11-10,José Ramón Gutiérrez Martínez,Partido Conservador,1891-1925,,,José,,,,Jose Ramon Gutierrez Martinez
Diputados,Diputado,Quillota y Limache,1894-05-31,1891-11-10,Vicente Santa Cruz Vargas,Partido Liberal,1891-1925,Santa Cruz,Vargas,Vicente,,,,Vicente Santa Cruz Vargas
Diputados,Diputado,Valparaíso y Casablanca,1894-05-31,1891-11-10,Alejo Barrios Contreras,Partido Nacional o Monttvarista,1891-1925,Barrios,Contreras,Alejo,,,,Alejo Barrios Contreras
Diputados,Diputado,Valparaíso y Casablanca,1894-05-31,1891-11-10,Ventura Blanco Viel,Partido Conservador,1891-1925,Blanco,Viel,Ventura,,,,Ventura Blanco Viel
Diputados,Diputado,Valparaíso y Casablanca,1894-05-31,1891-11-10,Francisco Valdés Vergara,Partido Liberal,1891-1925,Valdés,Vergara,Francisco,,,,Francisco Valdes Vergara
Diputados,Diputado,Valparaíso y Casablanca,1894-05-31,1891-11-10,Isidoro Errázuriz Errázuriz,Partido Liberal,1891-1925,Errázuriz,Errázuriz,Isidoro,,,,Isidoro Errazuriz Errazuriz
Diputados,Diputado,La Victoria y Melipilla,1894-05-31,1891-11-10,Macario Ossa Cerda,Partido Conservador,1891-1925,Ossa,Cerda,Macario,,,,Macario Ossa Cerda
Diputados,Diputado,La Victoria y Melipilla,1894-05-31,1891-11-10,Nicolás González Errázuriz,,1891-1925,,,,,,,Nicolas Gonzalez Errazuriz
Diputados,Diputado,La Victoria y Melipilla,1894-05-31,1891-11-10,Ismael Tocornal Tocornal,,1891-1925,Tocornal,Tocornal,Ismael,,,,Ismael Tocornal Tocornal
Diputados,Diputado,Santiago,1894-05-31,1891-11-10,Enrique Mac Iver Rodríguez,Partido Radical,1891-1925,Mac Iver,Rodríguez,Enrique,,,,Enrique Mac Iver Rodriguez
Diputados,Diputado,Santiago,1894-05-31,1891-11-10,Ramón Barros Luco,Partido Liberal,1891-1925,Barros,Luco,Ramón,,,,Ramon Barros Luco
Diputados,Diputado,Santiago,1894-05-31,1891-11-10,Julio Zegers Samaniego,Partido Liberal,1891-1925,Zegers,Samaniego,Julio,,,,Julio Zegers Samaniego
Diputados,Diputado,Santiago,1894-05-31,1891-11-10,Eduardo Matte Pérez,,1891-1925,Matte,Pérez,Eduardo,,,,Eduardo Matte Perez
Diputados,Diputado,Santiago,1894-05-31,1891-11-10,Enrique Larraín Alcalde,,1891-1925,,,,,,,Enrique Larrain Alcalde
Diputados,Diputado,Santiago,1894-05-31,1891-11-10,Antonio Subercaseaux Vicuña,Partido Conservador,1891-1925,Subercaseaux,Vicuña,Antonio,,,,Antonio Subercaseaux Vicuña
Diputados,Diputado,Santiago,1894-05-31,1891-11-10,Carlos Irarrázaval Larraín,Partido Conservador,1891-1925,Irarrázaval,Larraín,Carlos,,,,Carlos Irarrazaval Larrain
Diputados,Diputado,Santiago,1894-05-31,1891-11-10,Víctor Carrasco Albano,Partido Liberal,1891-1925,,,,,,,Victor Carrasco Albano
Diputados,Diputado,"Rancagua, Cachapoal y Maipo",1894-05-31,1891-11-10,Carlos Walker Martínez,Partido Conservador,1891-1925,Walker,Martínez,Carlos,,,,Carlos Walker Martinez
Diputados,Diputado,"Rancagua, Cachapoal y Maipo",1894-05-31,1891-11-10,Francisco Javier Arlegui Rodríguez,Partido Conservador,1891-1925,Arlegui,Rodríguez,Francisco,Javier,,,Francisco Javier Arlegui Rodriguez
Diputados,Diputado,"Rancagua, Cachapoal y Maipo",1894-05-31,1891-11-10,Juan de Dios Correa Sanfuentes,,1891-1925,,,,,,,Juan de Dios Correa Sanfuentes
Diputados,Diputado,Caupolicán,1894-05-31,1891-11-10,Alberto Félix del Carmen González Errázuriz,Partido Conservador,1891-1925,,,,,,,Alberto Felix del Carmen Gonzalez Errazuriz
Diputados,Diputado,Caupolicán,1894-05-31,1891-11-10,Jenaro Lisboa Huerta,,1891-1925,,,,,,,Jenaro Lisboa Huerta
Diputados,Diputado,Caupolicán,1894-05-31,1891-11-10,José Luis Jordán Tocornal,,1891-1925,Jordán,Tocornal,José,Luis,,,Jose Luis Jordan Tocornal
Diputados,Diputado,San Fernando,1894-05-31,1891-11-10,Daniel Ortúzar Cuevas,Partido Conservador,1891-1925,,,,,,,Daniel Ortuzar Cuevas
Diputados,Diputado,San Fernando,1894-05-31,1891-11-10,Leoncio Echeverría Valdés,Partido Conservador,1891-1925,,,,,,,Leoncio Echeverria Valdes
Diputados,Diputado,San Fernando,1894-05-31,1891-11-10,Víctor Ismael Valdés Valdés,,1891-1925,Valdés,Valdés,Víctor,Ismael,,,Victor Ismael Valdes Valdes
Diputados,Diputado,Curicó y Vichuquén,1894-05-31,1891-11-10,Ricardo Rodríguez Herrera,Partido Liberal,1891-1925,,,,,,,Ricardo Rodriguez Herrera
Diputados,Diputado,Curicó y Vichuquén,1894-05-31,1891-11-10,Manuel Joaquín Díaz Besoaín,Partido Conservador,1891-1925,,,Manuel,,,,Manuel Joaquin Diaz Besoain
Diputados,Diputado,Curicó y Vichuquén,1894-05-31,1891-11-10,Francisco Antonio Vidal Garcés,Partido Conservador,1891-1925,,,Francisco,,,,Francisco Antonio Vidal Garces
Diputados,Diputado,"Talca, Curepto y Lontué",1894-05-31,1891-11-10,Aristóteles González Julio,,1891-1925,González,Julio,Aristóteles,,,,Aristoteles Gonzalez Julio
Diputados,Diputado,"Talca, Curepto y Lontué",1894-05-31,1891-11-10,José Gregorio Correa Albano,Partido Conservador,1891-1925,,,José,,,,Jose Gregorio Correa Albano
Diputados,Diputado,"Talca, Curepto y Lontué",1894-05-31,1891-11-10,José Antonio Silva Vergara,Partido Conservador,1891-1925,Silva,Vergara,José,Antonio,,,Jose Antonio Silva Vergara
Diputados,Diputado,"Talca, Curepto y Lontué",1894-05-31,1891-11-10,Pedro Donoso Vergara,Partido Liberal Doctrinario,1891-1925,,,,,,,Pedro Donoso Vergara
Diputados,Diputado,"Talca, Curepto y Lontué",1894-05-31,1891-11-10,Ricardo Letelier Silva,,1891-1925,Letelier,Silva,Ricardo,,,,Ricardo Letelier Silva
Diputados,Diputado,"Linares, Parral y Loncomilla",1894-05-31,1891-11-10,José Florencio Valdés Cuevas,Partido Liberal,1891-1925,,,José,,,,Jose Florencio Valdes Cuevas
Diputados,Diputado,"Linares, Parral y Loncomilla",1894-05-31,1891-11-10,Pacífico Encina Romero,Partido Nacional o Monttvarista,1891-1925,Encina,Romero,Pacífico,,,,Pacifico Encina Romero
Diputados,Diputado,"Linares, Parral y Loncomilla",1894-05-31,1891-11-10,Eduardo Ramón Edwards Garriga,Partido Conservador,1891-1925,,,,,,,Eduardo Ramon Edwards Garriga
Diputados,Diputado,"Linares, Parral y Loncomilla",1894-05-31,1891-11-10,Ramón Valdés Ortúzar,Partido Conservador,1891-1925,,,,,,,Ramon Valdes Ortuzar
Diputados,Diputado,Itata,1894-05-31,1891-11-10,Guillermo Cox Méndez,Partido Conservador,1891-1925,,,,,,,Guillermo Cox Mendez
Diputados,Diputado,Itata,1894-05-31,1891-11-10,Juan Antonio González Ibieta,,1891-1925,González,Ibieta,Juan,Antonio,,,Juan Antonio Gonzalez Ibieta
Diputados,Diputado,Cauquenes y Constitución,1894-05-31,1891-11-10,Federico Errázuriz Echaurren,,1891-1925,Errázuriz,Echaurren,Federico,,,,Federico Errazuriz Echaurren
Diputados,Diputado,Cauquenes y Constitución,1894-05-31,1891-11-10,Ruperto Pinochet Solar,Partido Liberal,1891-1925,Pinochet,Solar,Ruperto,,,,Ruperto Pinochet Solar
Diputados,Diputado,Cauquenes y Constitución,1894-05-31,1891-11-10,Alvaro Lamas García,Partido Radical,1891-1925,,,,,,,Alvaro Lamas Garcia
Diputados,Diputado,Yungay y Bulnes,1894-05-31,1891-11-10,Juan Enrique Tocornal Doursther,Partido Conservador,1891-1925,,,,,,,Juan Enrique Tocornal Doursther
Diputados,Diputado,Yungay y Bulnes,1894-05-31,1891-11-10,Carlos Urrutia Rozas,Partido Liberal,1891-1925,,,,,,,Carlos Urrutia Rozas
Diputados,Diputado,Chillán y San Carlos,1894-05-31,1891-11-10,Ramón Ricardo Rozas Garfias,Partido Conservador,1891-1925,Rozas,Garfias,Ramón,Ricardo,,,Ramon Ricardo Rozas Garfias
Diputados,Diputado,Chillán y San Carlos,1894-05-31,1891-11-10,Luis Barros Méndez,Partido Conservador,1891-1925,,,,,,,Luis Barros Mendez
Diputados,Diputado,Chillán y San Carlos,1894-05-31,1891-11-10,Bernardo Segundo Paredes Aqueveque,Partido Radical,1891-1925,,,,,,,Bernardo Segundo Paredes Aqueveque
Diputados,Diputado,Rere y Puchacay,1894-05-31,1891-11-10,Ricardo Trumbull Lindsay,Partido Radical,1891-1925,,,,,,,Ricardo Trumbull Lindsay
Diputados,Diputado,Rere y Puchacay,1894-05-31,1891-11-10,Nolasco Reyes Basso,,1891-1925,,,,,,,Nolasco Reyes Basso
Diputados,Diputado,Rere y Puchacay,1894-05-31,1891-11-10,Silvestre Ochagavía Echaurren,Partido Conservador,1891-1925,,,,,,,Silvestre Ochagavia Echaurren
Diputados,Diputado,"Concepción, Talcahuano, Lautaro y Coelemu",1894-05-31,1891-11-10,Pedro Bannen Pradel,Partido Radical,1891-1925,Bannen,Pradel,Pedro,,,,Pedro Bannen Pradel
Diputados,Diputado,"Concepción, Talcahuano, Lautaro y Coelemu",1894-05-31,1891-11-10,Cornelio Saavedra Rivera,Partido Nacional o Monttvarista,1891-1925,Saavedra,Rivera,Cornelio,,,,Cornelio Saavedra Rivera
Diputados,Diputado,"Concepción, Talcahuano, Lautaro y Coelemu",1894-05-31,1891-11-10,Rafael Serrano Vásquez,,1891-1925,,,,,,,Rafael Serrano Vasquez
Diputados,Diputado,"Concepción, Talcahuano, Lautaro y Coelemu",1894-05-31,1891-11-10,Joaquín Walker Martinez,,1891-1925,Walker,Martinez,Joaquín,,,,Joaquin Walker Martinez
Diputados,Diputado,"Lebu, Cañete y Arauco",1894-05-31,1891-11-10,Carlos Besa Navarro,Partido Liberal,1891-1925,Navarro,Besa,Carlos,,,,Carlos Besa Navarro
Diputados,Diputado,"Lebu, Cañete y Arauco",1894-05-31,1891-11-10,Alberto Montt Montt,,1891-1925,,,,,,,Alberto Montt Montt
Diputados,Diputado,"Lebu, Cañete y Arauco",1894-05-31,1891-11-10,Luis Urrutia Rozas,,1891-1925,,,,,,,Luis Urrutia Rozas
Diputados,Diputado,"La Laja, Nacimiento y Mulchén",1894-05-31,1891-11-10,Beltrán Mathieu Andrews,Partido Radical,1891-1925,Mathieu,Andrews,Beltrán,,,,Beltran Mathieu Andrews
Diputados,Diputado,"La Laja, Nacimiento y Mulchén",1894-05-31,1891-11-10,Jorge Aninat Serrano,Partido Liberal,1891-1925,,,,,,,Jorge Aninat Serrano
Diputados,Diputado,"La Laja, Nacimiento y Mulchén",1894-05-31,1891-11-10,Erasmo Vásquez Larenas,,1891-1925,,,,,,,Erasmo Vasquez Larenas
Diputados,Diputado,"La Laja, Nacimiento y Mulchén",1894-05-31,1891-11-10,Carlos Vicente Risopatrón Argomedo,Partido Conservador,1891-1925,,,,,,,Carlos Vicente Risopatron Argomedo
Diputados,Diputado,"Angol, Traiguén y Collipulli",1894-05-31,1891-11-10,Tomás Romero Hodges,Partido Nacional o Monttvarista,1891-1925,,,,,,,Tomas Romero Hodges
Diputados,Diputado,"Angol, Traiguén y Collipulli",1894-05-31,1891-11-10,Manuel Bunster Villagra,Partido Liberal,1891-1925,,,Manuel,,,,Manuel Bunster Villagra
Diputados,Diputado,"Angol, Traiguén y Collipulli",1894-05-31,1891-11-10,Máximo Del Campo Yávar,,1891-1925,Del Campo,Yávar,Máximo,,,,Maximo Del Campo Yavar
Diputados,Diputado,Temuco e Imperial,1894-05-31,1891-11-10,Francisco de Paula Pleiteado Cevallos,,1891-1925,,,Francisco,,,,Francisco de Paula Pleiteado Cevallos
Diputados,Diputado,Temuco e Imperial,1894-05-31,1891-11-10,José Onofre Bunster Villagra,Partido Liberal,1891-1925,,,José,,,,Jose Onofre Bunster Villagra
Diputados,Diputado,Valdivia y La Unión,1894-05-31,1891-11-10,Enrique Julio Montt Montt,Partido Liberal,1891-1925,,,,,,,Enrique Julio Montt Montt
Diputados,Diputado,Valdivia y La Unión,1894-05-31,1891-11-10,Francisco Ramón Undurraga Vicuña,Partido Conservador,1891-1925,,,Francisco,,,,Francisco Ramon Undurraga Vicuña
Diputados,Diputado,"Llanquihue, Carelmapu y Osorno",1894-05-31,1891-11-10,Enrique Richard Fontecilla,Partido Conservador,1891-1925,,,,,,,Enrique Richard Fontecilla
Diputados,Diputado,"Llanquihue, Carelmapu y Osorno",1894-05-31,1891-11-10,Ramón Eufrasio Santelices Cuevas,Partido Conservador,1891-1925,Santelices,Cuevas,Ramón,,,,Ramon Eufrasio Santelices Cuevas
Diputados,Diputado,"Llanquihue, Carelmapu y Osorno",1894-05-31,1891-11-10,Julio Zegers García Huidobro,,1891-1925,,,,,,,Julio Zegers Garcia Huidobro
Diputados,Diputado,"Ancud, Quinchao y Castro",1894-05-31,1891-11-10,José María Díaz Gallegos,Partido Liberal,1891-1925,,,José,,,,Jose Maria Diaz Gallegos
Diputados,Diputado,"Ancud, Quinchao y Castro",1894-05-31,1891-11-10,Abraham Gacitúa Brieba,,1891-1925,,,,,,,Abraham Gacitua Brieba
Diputados,Diputado,"Ancud, Quinchao y Castro",1894-05-31,1891-11-10,José Adolfo Ricardo Matte Pérez,Partido Conservador,1891-1925,,,José,,,,Jose Adolfo Ricardo Matte Perez
Diputados,Diputado,"Illapel, Ovalle y Combarbalá",1894-05-31,1891-11-10,José Eugenio Guzmán Irarrázaval,Partido Liberal Coalicionista,1891-1925,,,José,,,,Jose Eugenio Guzman Irarrazaval
Senado,Senador Propietario,Nacional ,1879-05-31,1870-06-01,José Miguel Arístegui Aróstegui,,1833-1891,,,José,,,,Jose Miguel Aristegui Arostegui
Senado,Senador Propietario,Nacional ,1879-05-31,1870-06-01,José Rafael Echeverría Cotapos,,1833-1891,,,José,,,,Jose Rafael Echeverria Cotapos
Senado,Senador Propietario,Nacional ,1879-05-31,1870-06-01,Ramón Francisco Rozas Mendiburú,,1833-1891,,,,,,,Ramon Francisco Rozas Mendiburu
Senado,Senador Propietario,Nacional ,1879-05-31,1870-06-01,Alejandro Reyes Cotapos,Partido Liberal,1833-1891,,,,,,,Alejandro Reyes Cotapos
Senado,Senador Propietario,Nacional ,1879-05-31,1870-06-01,Francisco Vargas Fontecilla,Partido Liberal,1833-1891,,,Francisco,,,,Francisco Vargas Fontecilla
Senado,Senador Propietario,Nacional ,1879-05-31,1870-06-01,José Ramón Lira Calvo,,1833-1891,,,José,,,,Jose Ramon Lira Calvo
Senado,Senador Suplente,Nacional ,1879-05-31,1870-06-01,Manuel Beauchef Manso de Velasco,,1833-1891,,,Manuel,,,,Manuel Beauchef Manso de Velasco
Senado,Senador Suplente,Nacional ,1879-05-31,1870-06-01,Aníbal Pinto Garmendia,Partido Liberal,1833-1891,Pinto,Garmendia,Aníbal,,,,Anibal Pinto Garmendia
Senado,Senador Suplente,Nacional ,1879-05-31,1870-06-01,Patricio Larraín Gandarillas,Partido Conservador,1833-1891,,,,,,,Patricio Larrain Gandarillas
Senado,Senador Propietario,Nacional ,1882-05-31,1873-06-01,José Joaquín Pérez Mascayano,Partido Nacional o Monttvarista,1833-1891,,,José,,,,Jose Joaquin Perez Mascayano
Senado,Senador Propietario,Nacional ,1882-05-31,1873-06-01,Manuel Camilo Vial Formas,Partido Conservador,1833-1891,,,Manuel,,,,Manuel Camilo Vial Formas
Senado,Senador Propietario,Nacional ,1882-05-31,1873-06-01,Juan de Dios Correa de Saa Martínez,Partido Conservador,1833-1891,,,,,,,Juan de Dios Correa de Saa Martinez
Senado,Senador Propietario,Nacional ,1882-05-31,1873-06-01,Manuel José Irarrázaval Larraín,Partido Conservador,1833-1891,Irarrázaval,Larraín,Manuel,José,,,Manuel Jose Irarrazaval Larrain
Senado,Senador Propietario,Nacional ,1882-05-31,1873-06-01,José Rafael Larraín Moxó,Partido Conservador,1833-1891,,,José,,,,Jose Rafael Larrain Moxo
Senado,Senador Propietario,Nacional ,1882-05-31,1873-06-01,Domingo Matte Messía,Partido Nacional o Monttvarista,1833-1891,,,,,,,Domingo Matte Messia
Senado,Senador Propietario,Nacional ,1882-05-31,1873-06-01,Maximiano Errázuriz Valdivieso,,1833-1891,Errázuriz,Valdivieso,Maximiano,,,,Maximiano Errazuriz Valdivieso
Senado,Senador Suplente,Nacional ,1882-05-31,1873-06-01,José Manuel Pinto Arias,,1833-1891,,,José,Manuel,,,Jose Manuel Pinto Arias
Senado,Senador Suplente,Nacional ,1882-05-31,1873-06-01,José Luis Donoso Cienfuegos,Partido Nacional o Monttvarista,1833-1891,Donoso,Cienfuegos,José,Luis,,,Jose Luis Donoso Cienfuegos
Senado,Senador Suplente,Nacional ,1882-05-31,1873-06-01,Guillermo Cuningham Blest Mayben,,1833-1891,,,,,,,Guillermo Cuningham Blest Mayben
Senado,Senador Propietario,Coquimbo,1879-05-31,1876-06-01,José Victorino Lastarria Santander,,1833-1891,Lastarria,Santander,José,Victorino,,,Jose Victorino Lastarria Santander
Senado,Senador Propietario,Atacama,1882-05-31,1876-06-01,Manuel Antonio Matta Goyenechea,Partido Radical,1833-1891,Matta,Goyenechea,Manuel,Antonio,,,Manuel Antonio Matta Goyenechea
Senado,Senador Propietario,Atacama,1882-05-31,1876-06-01,Pedro León Gallo Goyenechea,Partido Radical,1833-1891,Gallo,Goyenechea,Pedro,León,,,Pedro Leon Gallo Goyenechea
Senado,Senador Suplente,Atacama,1882-05-31,1876-06-01,José Antonio Montt Goyenechea,,1833-1891,,,José,,,,Jose Antonio Montt Goyenechea
Senado,Senador Suplente,Coquimbo,1882-05-31,1876-06-01,Teodosio Cuadros,Partido Nacional o Monttvarista,1833-1891,,,,,,,Teodosio Cuadros
Senado,Senador Propietario,Coquimbo,1882-05-31,1876-06-01,Manuel Jerónimo Urmeneta García,,1833-1891,Urmeneta,García,Manuel,Jerónimo,,,Manuel Jeronimo Urmeneta Garcia
Senado,Senador Propietario,Coquimbo,1882-05-31,1876-06-01,Antonio Varas de la Barra,Partido Nacional o Monttvarista,1833-1891,Varas,de la Barra,Antonio,,,,Antonio Varas de la Barra
Senado,Senador Propietario,Aconcagua,1879-05-31,1876-06-01,Francisco de Borja García Huidobro Aldunate,,1833-1891,,,Francisco,,,,Francisco de Borja Garcia Huidobro Aldunate
Senado,Senador Suplente,Aconcagua,1882-05-31,1876-06-01,Miguel Elizalde Jiménez,,1833-1891,Elizalde,Jiménez,Miguel,,,,Miguel Elizalde Jimenez
Senado,Senador Propietario,Aconcagua,1882-05-31,1876-06-01,José Eugenio Vergara Galeas,Partido Nacional o Monttvarista,1833-1891,Vergara,Galeas,José,Eugenio,,,Jose Eugenio Vergara Galeas
Senado,Senador Propietario,Aconcagua,1882-05-31,1876-06-01,Belisario Matías Prats Pérez,,1833-1891,Prats,Pérez,Belisario,Matías,,,Belisario Matias Prats Perez
Senado,Senador Propietario,Valparaíso,1879-05-31,1876-06-01,José Luis Borgoño Vergara,Partido Liberal,1833-1891,Borgoño,Vergara,José,Luis,,,Jose Luis Borgoño Vergara
Senado,Senador Suplente,Valparaíso,1882-05-31,1876-06-01,José María Barceló Carvallo,,1833-1891,,,José,,,,Jose Maria Barcelo Carvallo
