Camara,Cargo,División,Fin,Inicio,Nombre,Partido,Periodos Poder Legislativo,Apellido_Pat,Apellido_Mat,Nombre_1,Nombre_2,Nombre_3,Nombre_4,Nombre_Naim
Diputados,Diputado Propietario,Rere,1873-05-31,1870-06-01,Nicolás Novoa Vilugrón,,1833-1891,Novoa,Vilugrón,Nicolás,,,,Nicolas Novoa Vilugron
Diputados,Diputado Propietario,Rere,1873-05-31,1870-06-01,Ricardo Claro Cruz,Partido Radical,1833-1891,Claro,Cruz,Ricardo,,,,Ricardo Claro Cruz
Diputados,Diputado Propietario,Rere,1873-05-31,1870-06-01,José Victorino Lastarria Santander,Partido Liberal,1833-1891,Lastarria,Santander,José,Victorino,,,Jose Victorino Lastarria Santander
Diputados,Diputado Propietario,Rere,1873-05-31,1870-06-01,José Joaquín Valdés Valdés,,1833-1891,Valdés,Valdés,José,Joaquín,,,Jose Joaquin Valdes Valdes
Diputados,Diputado Suplente,Rere,1873-05-31,1870-06-01,Luis M. Cardoso,,1833-1891,Cardoso,,Luis,M.,,,Luis M. Cardoso
Diputados,Diputado Suplente,Rere,1873-05-31,1870-06-01,Angel Custodio Francisco Gallo Goyenechea,,1833-1891,Gallo,Goyenechea,Angel,Custodio,Francisco,,Angel Custodio Francisco Gallo Goyenechea
Diputados,Diputado Propietario,Coelemu,1873-05-31,1870-06-01,Belisario Matías Prats Pérez,,1833-1891,Prats,Pérez,Belisario,Matías,,,Belisario Matias Prats Perez
Diputados,Diputado Propietario,Coelemu,1873-05-31,1870-06-01,Luis Plaza de los Reyes Basso,,1833-1891,Plaza de los Reyes,Basso,Luis,,,,Luis Plaza de los Reyes Basso
Diputados,Diputado Suplente,Coelemu,1873-05-31,1870-06-01,Macario Ossa Cerda,Partido Conservador,1833-1891,Ossa,Cerda,Macario,,,,Macario Ossa Cerda
Diputados,Diputado Propietario,Puchacay,1873-05-31,1870-06-01,Carlos Castellón Larenas,Partido Radical,1833-1891,Castellón,Larenas,Carlos,,,,Carlos Castellon Larenas
Diputados,Diputado Propietario,Puchacay,1873-05-31,1870-06-01,Jorge Beauchef Manso de Velasco,,1833-1891,Beauchef,Manso de Velasco,Jorge,,,,Jorge Beauchef Manso de Velasco
Diputados,Diputado Suplente,Puchacay,1873-05-31,1870-06-01,Enrique Concha y Toro,,1833-1891,Concha,Y Toro,Enrique,,,,Enrique Concha y Toro
Diputados,Diputado Propietario,La Laja,1873-05-31,1870-06-01,Ramón Escobar Escobar,,1833-1891,Escobar,Escobar,Ramón,,,,Ramon Escobar Escobar
Diputados,Diputado Propietario,La Laja,1873-05-31,1870-06-01,Aníbal Pinto Garmendia,Partido Liberal,1833-1891,Pinto,Garmendia,Aníbal,,,,Anibal Pinto Garmendia
Diputados,Diputado Suplente,La Laja,1873-05-31,1870-06-01,Rafael Wormald Ramírez,,1833-1891,Wormald,Ramírez,Rafael,,,,Rafael Wormald Ramirez
Diputados,Diputado Propietario,Angol y Nacimiento,1873-05-31,1870-06-01,Cornelio Saavedra Rodríguez,Partido Nacional o Monttvarista,1833-1891,Saavedra,Rodríguez,Cornelio,,,,Cornelio Saavedra Rodriguez
Diputados,Diputado Suplente,Angol y Nacimiento,1873-05-31,1870-06-01,Diego Echeverría Recabarren,,1833-1891,Echeverría,Recabarren,Diego,,,,Diego Echeverria Recabarren
Diputados,Diputado Propietario,Arauco y Lebu,1873-05-31,1870-06-01,Rafael Garmendia,,1833-1891,Garmendia,,Rafael,,,,Rafael Garmendia
Diputados,Diputado Suplente,Arauco y Lebu,1873-05-31,1870-06-01,Germán Ovalle Ovalle,,1833-1891,Ovalle,Ovalle,Germán,,,,German Ovalle Ovalle
Diputados,Diputado Propietario,La Unión,1873-05-31,1870-06-01,Vicente Ramón Sanfuentes Torres,Partido Liberal,1833-1891,Sanfuentes,Torres,Vicente,Ramón,,,Vicente Ramon Sanfuentes Torres
Diputados,Diputado Suplente,La Unión,1873-05-31,1870-06-01,Nicolás Barros Luco,,1833-1891,Barros,Luco,Nicolás,,,,Nicolas Barros Luco
Diputados,Diputado Propietario,Valdivia,1873-05-31,1870-06-01,Tadeo Reyes Saravia,,1833-1891,Reyes,Saravia,Tadeo,,,,Tadeo Reyes Saravia
Diputados,Diputado Suplente,Valdivia,1873-05-31,1870-06-01,Francisco Javier Arlegui Rodríguez,Partido Conservador,1833-1891,Arlegui,Rodríguez,Francisco,Javier,,,Francisco Javier Arlegui Rodriguez
Diputados,Diputado Propietario,Llanquihue y Osorno,1873-05-31,1870-06-01,Mariano Elías Sánchez Fontecilla,Partido Liberal,1833-1891,Sánchez,Fontecilla,Mariano,Elías,,,Mariano Elias Sanchez Fontecilla
Diputados,Diputado Suplente,Llanquihue y Osorno,1873-05-31,1870-06-01,Diego Armstrong Gana,,1833-1891,Armstrong,Gana,Diego,,,,Diego Armstrong Gana
Diputados,Diputado Propietario,Carelmapu,1873-05-31,1870-06-01,José Manuel Balmaceda Fernández,Partido Nacional o Monttvarista,1833-1891,Balmaceda,Fernández,José,Manuel,,,Jose Manuel Balmaceda Fernandez
Diputados,Diputado Suplente,Carelmapu,1873-05-31,1870-06-01,Carlos Lorca Sánchez,,1833-1891,Lorca,Sánchez,Carlos,,,,Carlos Lorca Sanchez
Diputados,Diputado Propietario,Ancud,1873-05-31,1870-06-01,Guillermo Matta Goyenechea,Partido Radical,1833-1891,Matta,Goyenechea,Guillermo,,,,Guillermo Matta Goyenechea
Diputados,Diputado Suplente,Ancud,1873-05-31,1870-06-01,Abraham Konig Velásquez,Partido Radical,1833-1891,Konig,Velásquez,Abraham,,,,Abraham Konig Velasquez
Diputados,Diputado Propietario,Quinchao,1873-05-31,1870-06-01,Javier Luis De Zañartu Larraín,,1833-1891,De Zañartu,Larraín,Javier,Luis,,,Javier Luis De Zañartu Larrain
Diputados,Diputado Suplente,Quinchao,1873-05-31,1870-06-01,Antonio Sanhueza,,1833-1891,Sanhueza,,Antonio,,,,Antonio Sanhueza
Diputados,Diputado Propietario,Castro,1873-05-31,1870-06-01,Emilio Sotomayor Baeza,,1833-1891,Sotomayor,Baeza,Emilio,,,,Emilio Sotomayor Baeza
Diputados,Diputado Suplente,Castro,1873-05-31,1870-06-01,Francisco Pascual Álvarez,,1833-1891,Álvarez,,Francisco,Pascual,,,Francisco Pascual Alvarez
Diputados,Diputado Propietario,Copiapó,1876-05-31,1873-06-01,Manuel Antonio Matta Goyenechea,Partido Radical,1833-1891,Matta,Goyenechea,Manuel,Antonio,,,Manuel Antonio Matta Goyenechea
Diputados,Diputado Propietario,Copiapó,1876-05-31,1873-06-01,Pedro León Gallo Goyenechea,Partido Radical,1833-1891,Gallo,Goyenechea,Pedro,León,,,Pedro Leon Gallo Goyenechea
Diputados,Diputado Suplente,Copiapó,1876-05-31,1873-06-01,Telésforo Espiga,,1833-1891,Espiga,,Telésforo,,,,Telesforo Espiga
Diputados,Diputado Propietario,Vallenar,1876-05-31,1873-06-01,Carlos Walker Martínez,Partido Conservador,1833-1891,Walker,Martínez,Carlos,,,,Carlos Walker Martinez
Diputados,Diputado Suplente,Vallenar,1876-05-31,1873-06-01,Luis Téllez Ossa,,1833-1891,Téllez,Ossa,Luis,,,,Luis Tellez Ossa
Diputados,Diputado Propietario,Freirina,1876-05-31,1873-06-01,Francisco Javier Ovalle Olivares,,1833-1891,Ovalle,Olivares,Francisco,Javier,,,Francisco Javier Ovalle Olivares
Diputados,Diputado Suplente,Freirina,1876-05-31,1873-06-01,Domingo Hilarión Godoy Cruz,,1833-1891,Godoy,Cruz,Domingo,Hilarión,,,Domingo Hilarion Godoy Cruz
Diputados,Diputado Propietario,Caldera,1876-05-31,1873-06-01,Patricio Calderón,,1833-1891,Calderón,,Patricio,,,,Patricio Calderon
Diputados,Diputado Suplente,Caldera,1876-05-31,1873-06-01,Julio Prieto Urriola,,1833-1891,Prieto,Urriola,Julio,,,,Julio Prieto Urriola
Diputados,Diputado Propietario,La Serena,1876-05-31,1873-06-01,Jorge Segundo Huneeus Zegers,,1833-1891,Huneeus,Zegers,Jorge,Segundo,,,Jorge Segundo Huneeus Zegers
Diputados,Diputado Suplente,La Serena,1876-05-31,1873-06-01,Benjamín Vicuña Solar,,1833-1891,Vicuña,Solar,Benjamín,,,,Benjamin Vicuña Solar
Diputados,Diputado Propietario,Coquimbo,1876-05-31,1873-06-01,Pedro Nolasco Videla Hidalgo,,1833-1891,Videla,Hidalgo,Pedro,Nolasco,,,Pedro Nolasco Videla Hidalgo
Diputados,Diputado Suplente,Coquimbo,1876-05-31,1873-06-01,Juan Nepomuceno Espejo Bravo,Partido Liberal,1833-1891,Espejo,Bravo,Juan,Nepomuceno,,,Juan Nepomuceno Espejo Bravo
Diputados,Diputado Propietario,Elqui,1876-05-31,1873-06-01,José Miguel Bascuñán,,1833-1891,Bascuñán,,José,Miguel,,,Jose Miguel Bascuñan
Diputados,Diputado Suplente,Elqui,1876-05-31,1873-06-01,Eduardo Matte Pérez,,1833-1891,Matte,Pérez,Eduardo,,,,Eduardo Matte Perez
Diputados,Diputado Propietario,Ovalle,1876-05-31,1873-06-01,Guillermo Matta Goyenechea,Partido Radical,1833-1891,Matta,Goyenechea,Guillermo,,,,Guillermo Matta Goyenechea
Diputados,Diputado Suplente,Ovalle,1876-05-31,1873-06-01,Ricardo Lecaros Vicuña,,1833-1891,Lecaros,Vicuña,Ricardo,,,,Ricardo Lecaros Vicuña
Diputados,Diputado Propietario,Ovalle,1876-05-31,1873-06-01,Pedro Eulogio Altamirano Aracena,Partido Conservador,1833-1891,Altamirano,Aracena,Pedro,Eulogio,,,Pedro Eulogio Altamirano Aracena
Diputados,Diputado Propietario,Illapel,1876-05-31,1873-06-01,José Undurraga Solar,,1833-1891,Undurraga,Solar,José,,,,Jose Undurraga Solar
Diputados,Diputado Propietario,Illapel,1876-05-31,1873-06-01,Nemesio Vicuña Mackenna,,1833-1891,Vicuña,Mackenna,Nemesio,,,,Nemesio Vicuña Mackenna
Diputados,Diputado Suplente,Illapel,1876-05-31,1873-06-01,Juan A. Montes Solar,,1833-1891,Montes,Solar,Juan,A.,,,Juan A. Montes Solar
Diputados,Diputado Propietario,Combarbalá,1876-05-31,1873-06-01,Angel Prieto Cruz,,1833-1891,Prieto,Cruz,Angel,,,,Angel Prieto Cruz
Diputados,Diputado Suplente,Combarbalá,1876-05-31,1873-06-01,Juan Gandarillas Luco,,1833-1891,Gandarillas,Luco,Juan,,,,Juan Gandarillas Luco
Diputados,Diputado Propietario,San Felipe,1876-05-31,1873-06-01,Dositeo Errázuriz Zañartu,Partido Liberal,1833-1891,Errázuriz,Zañartu,Dositeo,,,,Dositeo Errazuriz Zañartu
Diputados,Diputado Suplente,San Felipe,1876-05-31,1873-06-01,Lindor Castillo Ramírez,,1833-1891,Castillo,Ramírez,Lindor,,,,Lindor Castillo Ramirez
Diputados,Diputado Propietario,Los Andes,1876-05-31,1873-06-01,Eulogio Allendes Álvarez de Toledo,Partido Liberal,1833-1891,Allendes,Álvarez de Toledo,Eulogio,,,,Eulogio Allendes Alvarez de Toledo
Diputados,Diputado Suplente,Los Andes,1876-05-31,1873-06-01,Enrique Larraín Zañartu,,1833-1891,Larraín,Zañartu,Enrique,,,,Enrique Larrain Zañartu
Diputados,Diputado Propietario,Putaendo,1876-05-31,1873-06-01,Domingo Santa María González,Partido Liberal,1833-1891,Santa María,González,Domingo,,,,Domingo Santa Maria Gonzalez
Diputados,Diputado Suplente,Putaendo,1876-05-31,1873-06-01,Ricardo Montaner Asenjo,,1833-1891,Montaner,Asenjo,Ricardo,,,,Ricardo Montaner Asenjo
Diputados,Diputado Propietario,La Ligua,1876-05-31,1873-06-01,Bernardo Irarrázaval Vera,,1833-1891,Irarrázaval,Vera,Bernardo,,,,Bernardo Irarrazaval Vera
Diputados,Diputado Suplente,La Ligua,1876-05-31,1873-06-01,Francisco Javier Ovalle Vicuña,,1833-1891,Ovalle,Vicuña,Francisco,Javier,,,Francisco Javier Ovalle Vicuña
Diputados,Diputado Propietario,Petorca,1876-05-31,1873-06-01,Ruperto Ovalle Vicuña,,1833-1891,Ovalle,Vicuña,Ruperto,,,,Ruperto Ovalle Vicuña
Diputados,Diputado Propietario,Petorca,1876-05-31,1873-06-01,Fernando Urízar Garfias,Partido Liberal,1833-1891,Urízar,Garfias,Fernando,,,,Fernando Urizar Garfias
Diputados,Diputado Suplente,Petorca,1876-05-31,1873-06-01,José Antonio Soffia Argomedo,,1833-1891,Soffia,Argomedo,José,Antonio,,,Jose Antonio Soffia Argomedo
Diputados,Diputado Propietario,Valparaíso,1876-05-31,1873-06-01,Juan de Dios Arlegui Gorbea,Partido Liberal,1833-1891,Arlegui,Gorbea,Juan de Dios,,,,Juan de Dios Arlegui Gorbea
Diputados,Diputado Propietario,Valparaíso,1876-05-31,1873-06-01,Ramón Barros Luco,Partido Liberal,1833-1891,Barros,Luco,Ramón,,,,Ramon Barros Luco
Diputados,Diputado Propietario,Valparaíso,1876-05-31,1873-06-01,Agustín Edwards Ossandón,,1833-1891,Edwards,Ossandón,Agustín,,,,Agustin Edwards Ossandon
Diputados,Diputado Propietario,Valparaíso,1876-05-31,1873-06-01,José Luis Borgoño Vergara,Partido Liberal,1833-1891,Borgoño,Vergara,José,Luis,,,Jose Luis Borgoño Vergara
Diputados,Diputado Suplente,Valparaíso,1876-05-31,1873-06-01,Moisés Vargas Gómez,,1833-1891,Vargas,Gómez,Moisés,,,,Moises Vargas Gomez
Diputados,Diputado Suplente,Valparaíso,1876-05-31,1873-06-01,Luis Talavera Appleby,,1833-1891,Talavera,Appleby,Luis,,,,Luis Talavera Appleby
Diputados,Diputado Propietario,Quillota,1876-05-31,1873-06-01,Nicomedes Ossa Cerda,Partido Conservador,1833-1891,Ossa,Cerda,Nicomedes,,,,Nicomedes Ossa Cerda
Diputados,Diputado Propietario,Quillota,1876-05-31,1873-06-01,Ramón Vial Formas,,1833-1891,Vial,Formas,Ramón,,,,Ramon Vial Formas
Diputados,Diputado Suplente,Quillota,1876-05-31,1873-06-01,José Manuel Silva Vergara,,1833-1891,Silva,Vergara,José,Manuel,,,Jose Manuel Silva Vergara
Diputados,Diputado Propietario,Limache,1876-05-31,1873-06-01,Francisco Pascual Álvarez,,1833-1891,Álvarez,,Francisco,Pascual,,,Francisco Pascual Alvarez
Diputados,Diputado Suplente,Limache,1876-05-31,1873-06-01,Rafael Wormald Ramírez,,1833-1891,Wormald,Ramírez,Rafael,,,,Rafael Wormald Ramirez
Diputados,Diputado Propietario,Casablanca,1876-05-31,1873-06-01,José Ignacio Amor Prado,,1833-1891,Amor,Prado,José,Ignacio,,,Jose Ignacio Amor Prado
Diputados,Diputado Suplente,Casablanca,1876-05-31,1873-06-01,Félix Del Solar Valdés,,1833-1891,Del Solar,Valdés,Félix,,,,Felix Del Solar Valdes
Diputados,Diputado Propietario,Santiago,1876-05-31,1873-06-01,Manuel Rengifo Vial,,1833-1891,Rengifo,Vial,Manuel,,,,Manuel Rengifo Vial
Diputados,Diputado Propietario,Santiago,1876-05-31,1873-06-01,Ricardo Ovalle Errázuriz,,1833-1891,Ovalle,Errázuriz,Ricardo,,,,Ricardo Ovalle Errazuriz
Diputados,Diputado Propietario,Santiago,1876-05-31,1873-06-01,Belisario Matías Prats Pérez,,1833-1891,Prats,Pérez,Belisario,Matías,,,Belisario Matias Prats Perez
Diputados,Diputado Propietario,Santiago,1876-05-31,1873-06-01,Abdón Cifuentes Espinosa,Partido Conservador,1833-1891,Cifuentes,Espinosa,Abdón,,,,Abdon Cifuentes Espinosa
Diputados,Diputado Propietario,Santiago,1876-05-31,1873-06-01,Juan Miguel Riesco Droguett,,1833-1891,Riesco,Droguett,Juan,Miguel,,,Juan Miguel Riesco Droguett
Diputados,Diputado Propietario,Santiago,1876-05-31,1873-06-01,Santiago Lindsay Font,,1833-1891,Lindsay,Font,Santiago,,,,Santiago Lindsay Font
Diputados,Diputado Propietario,Santiago,1876-05-31,1873-06-01,Santiago Salamanca Trewuela,,1833-1891,Salamanca,Trewuela,Santiago,,,,Santiago Salamanca Trewuela
Diputados,Diputado Propietario,Santiago,1876-05-31,1873-06-01,Luis Cousiño Squella,Partido Liberal,1833-1891,Cousiño,Squella,Luis,,,,Luis Cousiño Squella
Diputados,Diputado Suplente,Santiago,1876-05-31,1873-06-01,Antonio Del Pedregal Velasco,,1833-1891,Del Pedregal,Velasco,Antonio,,,,Antonio Del Pedregal Velasco
Diputados,Diputado Suplente,Santiago,1876-05-31,1873-06-01,Agustín Aldunate Palacios,,1833-1891,Aldunate,Palacios,Agustín,,,,Agustin Aldunate Palacios
Diputados,Diputado Suplente,Santiago,1876-05-31,1873-06-01,José Toribio Larraín Prieto,,1833-1891,Larraín,Prieto,José,Toribio,,,Jose Toribio Larrain Prieto
Diputados,Diputado Suplente,Santiago,1876-05-31,1873-06-01,Enrique De Putrón Cavareda,Partido Conservador,1833-1891,De Putrón,Cavareda,Enrique,,,,Enrique De Putron Cavareda
Diputados,Diputado Propietario,La Victoria,1876-05-31,1873-06-01,Jorge Beauchef Manso de Velasco,,1833-1891,Beauchef,Manso de Velasco,Jorge,,,,Jorge Beauchef Manso de Velasco
Diputados,Diputado Propietario,La Victoria,1876-05-31,1873-06-01,Ramón Errázuriz Errázurriz,,1833-1891,Errázuriz,Errázuriz,Ramón,,,,Ramon Errazuriz Errazurriz
Diputados,Diputado Suplente,La Victoria,1876-05-31,1873-06-01,Francisco Javier Concha Berguecio,,1833-1891,Concha,Berguecio,Francisco,Javier,,,Francisco Javier Concha Berguecio
Diputados,Diputado Propietario,Rancagua,1876-05-31,1873-06-01,José Ciriaco Valenzuela Laguillos,Partido Conservador,1833-1891,Valenzuela,Languillos,José,Ciriaco,,,Jose Ciriaco Valenzuela Laguillos
Diputados,Diputado Propietario,Rancagua,1876-05-31,1873-06-01,Francisco de Borja Larraín Gandarillas,Partido Conservador,1833-1891,Larraín,Gandarillas,Francisco,de Borja,,,Francisco de Borja Larrain Gandarillas
Diputados,Diputado Propietario,Rancagua,1876-05-31,1873-06-01,José Cirilo Clemente Fabres Fernández de Leiva,Partido Conservador,1833-1891,Fabres,Fernández de Leiva,José,Cirilo,Clemente,,Jose Cirilo Clemente Fabres Fernandez de Leiva
Diputados,Diputado Propietario,Rancagua,1876-05-31,1873-06-01,Francisco de Paula Figueroa Araoz,Partido Liberal,1833-1891,Figueroa,Araoz,Francisco,de Paula,,,Francisco de Paula Figueroa Araoz
Diputados,Diputado Propietario,Rancagua,1876-05-31,1873-06-01,Carlos Irarrázaval Larraín,Partido Conservador,1833-1891,Irarrázaval,Larraín,Carlos,,,,Carlos Irarrazaval Larrain
Diputados,Diputado Suplente,Rancagua,1876-05-31,1873-06-01,Ventura Blanco Viel,Partido Conservador,1833-1891,Blanco,Viel,Ventura,,,,Ventura Blanco Viel
Diputados,Diputado Suplente,Rancagua,1876-05-31,1873-06-01,Enrique Del Solar Marín,,1833-1891,Del Solar,Marín,Enrique,,,,Enrique Del Solar Marin
Diputados,Diputado Suplente,Rancagua,1876-05-31,1873-06-01,Benjamín Pereira,,1833-1891,Pereira,,Benjamín,,,,Benjamin Pereira
Diputados,Diputado Propietario,Melipilla,1876-05-31,1873-06-01,Aníbal Correa y Toro,,1833-1891,Correa,y Toro,Aníbal,,,,Anibal Correa y Toro
Diputados,Diputado Suplente,Melipilla,1876-05-31,1873-06-01,José Miguel Irarrázaval Larraín,Partido Conservador,1833-1891,Irarrázaval,Larraín,José,Miguel,,,Jose Miguel Irarrazaval Larrain
Diputados,Diputado Propietario,San Fernando,1876-05-31,1873-06-01,Francisco de Paula Echaurren García Huidobro,Partido Conservador,1833-1891,Echaurren,García Huidobro,Francisco,de Paula,,,Francisco de Paula Echaurren Garcia Huidobro
Diputados,Diputado Propietario,San Fernando,1876-05-31,1873-06-01,Enrique Tocornal Grez,Partido Conservador,1833-1891,Tocornal,Grez,Enrique,,,,Enrique Tocornal Grez
Diputados,Diputado Propietario,San Fernando,1876-05-31,1873-06-01,Buenaventura Sánchez Montes,,1833-1891,Sánchez,Montes,Buenaventura,,,,Buenaventura Sanchez Montes
Diputados,Diputado Propietario,San Fernando,1876-05-31,1873-06-01,Javier Luis De Zañartu Larraín,,1833-1891,De Zañartu,Larraín,Javier,Luis,,,Javier Luis De Zañartu Larrain
Diputados,Diputado Suplente,San Fernando,1876-05-31,1873-06-01,Osvaldo Rengifo Vial,Partido Liberal,1833-1891,Rengifo,Vial,Osvaldo,,,,Osvaldo Rengifo Vial
Diputados,Diputado Suplente,San Fernando,1876-05-31,1873-06-01,Ricardo Vicuña Guerrero,,1833-1891,Vicuña,Guerrero,Ricardo,,,,Ricardo Vicuña Guerrero
Diputados,Diputado Propietario,Curicó,1876-05-31,1873-06-01,José Luis Tocornal Jordán,Partido Conservador,1833-1891,Tocornal,Jordán,José,Luis,,,Jose Luis Tocornal Jordan
Diputados,Diputado Propietario,Curicó,1876-05-31,1873-06-01,Antonio Subercaseaux Vicuña,Partido Conservador,1833-1891,Subercaseaux,Vicuña,Antonio,,,,Antonio Subercaseaux Vicuña
Diputados,Diputado Propietario,Curicó,1876-05-31,1873-06-01,Guillermo Matta Goyenechea,Partido Radical,1833-1891,Matta,Goyenechea,Guillermo,,,,Guillermo Matta Goyenechea
Diputados,Diputado Suplente,Curicó,1876-05-31,1873-06-01,Fernando Liborio Lazcano Echaurren,,1833-1891,Lazcano,Echaurren,Fernando,Liborio,,,Fernando Liborio Lazcano Echaurren
Diputados,Diputado Suplente,Curicó,1876-05-31,1873-06-01,Francisco Calvo Torres,Partido Liberal,1833-1891,Calvo,Torres,Francisco,,,,Francisco Calvo Torres
Diputados,Diputado Propietario,Caupolicán,1876-05-31,1873-06-01,José Francisco Echenique Tagle,,1833-1891,Echenique,Tagle,José,Francisco,,,Jose Francisco Echenique Tagle
Diputados,Diputado Propietario,Caupolicán,1876-05-31,1873-06-01,José Bernardo Lira Argomedo,,1833-1891,Lira,Argomedo,José,Bernardo,,,Jose Bernardo Lira Argomedo
Diputados,Diputado Propietario,Caupolicán,1876-05-31,1873-06-01,Luis Pereira Cotapos,Partido Conservador,1833-1891,Pereira,Cotapos,Luis,,,,Luis Pereira Cotapos
Diputados,Diputado Propietario,Caupolicán,1876-05-31,1873-06-01,Manuel Valdés Vigil,Partido Liberal,1833-1891,Valdés,Vigil,Manuel,,,,Manuel Valdes Vigil
Diputados,Diputado Suplente,Caupolicán,1876-05-31,1873-06-01,Ignacio Vicuña Guerrero,,1833-1891,Vicuña,Guerrero,Ignacio,,,,Ignacio Vicuña Guerrero
Diputados,Diputado Suplente,Caupolicán,1876-05-31,1873-06-01,Ramón H. Huidobro Luco,Partido Conservador,1833-1891,Huidobro,Luco,Ramón,H.,,,Ramon H. Huidobro Luco
Diputados,Diputado Propietario,Vichuquén,1876-05-31,1873-06-01,Heriberto Álvarez de la Fuente,,1833-1891,Álvarez,de la Fuente,Heriberto,,,,Heriberto Alvarez de la Fuente
Diputados,Diputado Propietario,Vichuquén,1876-05-31,1873-06-01,Enrique Cood Ross,,1833-1891,Cood,Ross,Enrique,,,,Enrique Cood Ross
Diputados,Diputado Suplente,Vichuquén,1876-05-31,1873-06-01,Segundo Molina,,1833-1891,Molina,,Segundo,,,,Segundo Molina
Diputados,Diputado Propietario,Talca,1876-05-31,1873-06-01,Miguel Luis Amunátegui Aldunate,Partido Liberal,1833-1891,Amunátegui,Aldunate,Miguel,Luis,,,Miguel Luis Amunategui Aldunate
Diputados,Diputado Propietario,Talca,1876-05-31,1873-06-01,Benjamín Vicuña Mackenna,Partido Liberal,1833-1891,Vicuña,Mackenna,Benjamín,,,,Benjamin Vicuña Mackenna
Diputados,Diputado Propietario,Talca,1876-05-31,1873-06-01,Antonio Varas de la Barra,Partido Nacional o Monttvarista,1833-1891,Varas,de la Barra,Antonio,,,,Antonio Varas de la Barra
Diputados,Diputado Suplente,Talca,1876-05-31,1873-06-01,Juan Esteban Rodríguez Segura,Partido Nacional o Monttvarista,1833-1891,Rodríguez,Segura,Juan,Esteban,,,Juan Esteban Rodriguez Segura
Diputados,Diputado Suplente,Talca,1876-05-31,1873-06-01,Ricardo Letelier Silva,,1833-1891,Letelier,Silva,Ricardo,,,,Ricardo Letelier Silva
